,userid,recipeid,comment,time
1430,1,1431,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
1431,4,1432,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1432,1,1433,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1433,4,1434,"I made it and shared it with my friends, it's worth making!",2019.03.19
1434,2,1435,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1435,2,1436,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
1436,1,1437,"I made it and shared it with my friends, it's worth making!",2022.06.17
1437,1,1438,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1438,2,1439,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1439,1,1440,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1440,1,1441,"I made it and shared it with my friends, it's worth making!",2019.03.19
1441,6,1442,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1442,6,1443,"I made it and shared it with my friends, it's worth making!",2021.12.24
1443,1,1444,"I made it and shared it with my friends, it's worth making!",2022.01.03
1444,5,1445,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1445,5,1446,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1446,4,1447,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1447,2,1448,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
1448,4,1449,"I made it and shared it with my friends, it's worth making!",2021.12.24
1449,2,1450,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1450,1,1451,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1451,4,1452,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1452,2,1453,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1453,6,1454,"I made it and shared it with my friends, it's worth making!",2019.03.19
1454,6,1455,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1455,5,1456,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1456,2,1457,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1457,2,1458,"I made it and shared it with my friends, it's worth making!",2022.06.17
1458,3,1459,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1459,6,1460,"I made it and shared it with my friends, it's worth making!",2019.04.07
1460,5,1461,"I made it and shared it with my friends, it's worth making!",2020.07.28
1461,5,1462,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1462,4,1463,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1463,5,1464,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
1464,3,1465,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1465,2,1466,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1466,4,1467,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1467,3,1468,"I made it and shared it with my friends, it's worth making!",2020.07.28
1468,6,1469,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1469,3,1470,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
1470,3,1471,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1471,4,1472,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1472,5,1473,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1473,5,1474,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1474,6,1475,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1475,5,1476,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1476,5,1477,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1477,3,1478,"I made it and shared it with my friends, it's worth making!",2019.03.19
1478,5,1479,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1479,5,1480,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1480,1,1481,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1481,2,1482,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1482,5,1483,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1483,6,1484,"I made it and shared it with my friends, it's worth making!",2022.06.17
1484,1,1485,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1485,6,1486,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1486,6,1487,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1487,6,1488,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1488,4,1489,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1489,3,1490,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1490,3,1491,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
1491,4,1492,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1492,2,1493,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1493,4,1494,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1494,3,1495,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1495,6,1496,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1496,1,1497,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1497,4,1498,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1498,6,1499,"I made it and shared it with my friends, it's worth making!",2022.01.03
1499,4,1500,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1500,3,1501,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1501,4,1502,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1502,1,1503,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
1503,1,1504,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1504,4,1505,"I made it and shared it with my friends, it's worth making!",2019.04.07
1505,4,1506,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1506,3,1507,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1507,2,1508,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1508,2,1509,"I made it and shared it with my friends, it's worth making!",2022.01.03
1509,6,1510,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
1510,3,1511,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1511,2,1512,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1512,6,1513,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1513,2,1514,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1514,4,1515,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1515,5,1516,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1516,4,1517,"I made it and shared it with my friends, it's worth making!",2019.04.07
1517,4,1518,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1518,2,1519,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1519,4,1520,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1520,1,1521,"I made it and shared it with my friends, it's worth making!",2019.03.19
1521,5,1522,"I made it and shared it with my friends, it's worth making!",2019.04.07
1522,5,1523,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1523,6,1524,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1524,2,1525,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1525,2,1526,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1526,3,1527,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1527,4,1528,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1528,3,1529,"I made it and shared it with my friends, it's worth making!",2021.12.24
1529,2,1530,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1530,6,1531,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1531,2,1532,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1532,6,1533,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1533,2,1534,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
1534,6,1535,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1535,6,1536,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
1536,3,1537,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1537,2,1538,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
1538,4,1539,"I made it and shared it with my friends, it's worth making!",2019.04.07
1539,4,1540,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1540,3,1541,"I made it and shared it with my friends, it's worth making!",2019.04.07
1541,2,1542,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1542,5,1543,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1543,2,1544,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1544,3,1545,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1545,2,1546,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
1546,6,1547,"I made it and shared it with my friends, it's worth making!",2019.03.19
1547,3,1548,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1548,2,1549,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1549,3,1550,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1550,6,1551,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
1551,3,1552,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1552,4,1553,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1553,2,1554,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1554,6,1555,"I made it and shared it with my friends, it's worth making!",2021.12.24
1555,1,1556,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1556,2,1557,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1557,4,1558,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1558,1,1559,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1559,1,1560,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1560,3,1561,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1561,4,1562,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1562,1,1563,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
1563,1,1564,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1564,1,1565,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1565,6,1566,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1566,2,1567,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1567,2,1568,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1568,5,1569,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1569,6,1570,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1570,1,1571,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
1571,3,1572,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1572,4,1573,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1573,6,1574,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1574,2,1575,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1575,5,1576,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1576,1,1577,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1577,1,1578,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1578,5,1579,"I made it and shared it with my friends, it's worth making!",2022.06.17
1579,1,1580,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1580,2,1581,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1581,4,1582,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1582,1,1583,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1583,4,1584,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1584,5,1585,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1585,4,1586,"I made it and shared it with my friends, it's worth making!",2022.01.03
1586,1,1587,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1587,5,1588,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1588,4,1589,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1589,6,1590,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1590,4,1591,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1591,2,1592,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1592,4,1593,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
1593,4,1594,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1594,4,1595,"I made it and shared it with my friends, it's worth making!",2022.06.17
1595,2,1596,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1596,6,1597,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1597,1,1598,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1598,4,1599,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1599,4,1600,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1600,6,1601,"I made it and shared it with my friends, it's worth making!",2019.03.19
1601,1,1602,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1602,4,1603,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1603,3,1604,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1604,4,1605,"I made it and shared it with my friends, it's worth making!",2019.04.07
1605,3,1606,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1606,2,1607,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1607,1,1608,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1608,1,1609,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1609,1,1610,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1610,1,1611,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1611,6,1612,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1612,3,1613,"I made it and shared it with my friends, it's worth making!",2020.07.28
1613,2,1614,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1614,2,1615,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1615,1,1616,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1616,4,1617,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1617,5,1618,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1618,4,1619,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1619,2,1620,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1620,6,1621,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1621,2,1622,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1622,4,1623,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1623,6,1624,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1624,3,1625,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1625,4,1626,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1626,5,1627,"I made it and shared it with my friends, it's worth making!",2019.04.07
1627,5,1628,"I made it and shared it with my friends, it's worth making!",2019.04.07
1628,4,1629,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1629,4,1630,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1630,2,1631,"I made it and shared it with my friends, it's worth making!",2021.12.24
1631,4,1632,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1632,3,1633,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.06.17
1633,6,1634,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1634,3,1635,"I made it and shared it with my friends, it's worth making!",2022.06.17
1635,4,1636,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
1636,5,1637,"I made it and shared it with my friends, it's worth making!",2019.03.19
1637,2,1638,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
1638,5,1639,"I made it and shared it with my friends, it's worth making!",2019.04.07
1639,2,1640,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1640,5,1641,"I made it and shared it with my friends, it's worth making!",2019.04.07
1641,3,1642,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1642,4,1643,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1643,4,1644,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1644,2,1645,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1645,6,1646,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1646,2,1647,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1647,4,1648,"I made it and shared it with my friends, it's worth making!",2022.06.17
1648,2,1649,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1649,5,1650,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1650,2,1651,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1651,1,1652,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1652,6,1653,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1653,6,1654,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1654,4,1655,"I made it and shared it with my friends, it's worth making!",2020.07.28
1655,3,1656,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1656,3,1657,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1657,6,1658,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1658,2,1659,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1659,6,1660,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1660,3,1661,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1661,4,1662,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1662,6,1663,"I made it and shared it with my friends, it's worth making!",2019.03.19
1663,6,1664,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1664,2,1665,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1665,1,1666,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1666,1,1667,"I made it and shared it with my friends, it's worth making!",2019.04.07
1667,3,1668,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
1668,1,1669,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1669,1,1670,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1670,2,1671,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1671,6,1672,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1672,5,1673,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1673,4,1674,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1674,5,1675,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1675,2,1676,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1676,4,1677,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
1677,5,1678,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1678,5,1679,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1679,5,1680,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1680,1,1681,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
1681,4,1682,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1682,2,1683,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1683,4,1684,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1684,5,1685,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1685,2,1686,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1686,2,1687,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1687,5,1688,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1688,5,1689,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
1689,1,1690,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.01.03
1690,6,1691,"I made it and shared it with my friends, it's worth making!",2021.12.24
1691,1,1692,"I made it and shared it with my friends, it's worth making!",2022.06.17
1692,6,1693,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
1693,6,1694,"I made it and shared it with my friends, it's worth making!",2022.06.17
1694,6,1695,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1695,3,1696,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
1696,3,1697,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1697,1,1698,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1698,5,1699,"I made it and shared it with my friends, it's worth making!",2022.06.17
1699,6,1700,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
1700,2,1701,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1701,3,1702,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1702,6,1703,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1703,3,1704,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
1704,3,1705,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1705,5,1706,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
1706,4,1707,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1707,2,1708,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1708,2,1709,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1709,3,1710,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
1710,4,1711,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1711,4,1712,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
1712,6,1713,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1713,5,1714,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1714,1,1715,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1715,6,1716,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
1716,3,1717,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
1717,3,1718,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1718,3,1719,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1719,5,1720,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1720,5,1721,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1721,5,1722,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
1722,3,1723,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1723,6,1724,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
1724,6,1725,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
1725,6,1726,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1726,4,1727,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
1727,6,1728,"I made it and shared it with my friends, it's worth making!",2021.12.24
1728,2,1729,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
1729,6,1730,"I made it and shared it with my friends, it's worth making!",2021.12.24
1730,6,1731,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1731,2,1732,"I made it and shared it with my friends, it's worth making!",2022.01.03
1732,2,1733,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
1733,1,1734,"I made it and shared it with my friends, it's worth making!",2022.01.03
1734,1,1735,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
1735,4,1736,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.01.03
1736,6,1737,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1737,5,1738,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
1738,2,1739,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
1739,5,1740,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
1740,1,1741,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
1741,4,1742,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.06.17
1742,1,1743,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
1743,1,1744,"I made it and shared it with my friends, it's worth making!",2019.04.07
1744,6,1745,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
1745,2,1746,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
1746,2,1747,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2022.01.03
1747,2,1748,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
